timeStep,mov,idle,send,recieve
123,99.17106941155038,0.8289305884496248,0.0,0.0
124,99.15024407882844,0.8497559211715772,0.0,0.0
125,99.13885898815931,0.8611410118406873,0.0,0.0
126,99.13670345318619,0.8632965468138113,0.0,0.0
127,99.1255961844197,0.8744038155802842,0.0,0.0
128,99.10573382430299,0.8942661756969993,0.0,0.0
129,99.10388028536626,0.8961197146337199,0.0,0.0
130,99.09326424870466,0.9067357512953351,0.0,0.0
131,99.08280473169896,0.9171952683010443,0.0,0.0
132,99.08116385911178,0.9188361408882061,0.0,0.0
133,99.07094594594592,0.9290540540540515,0.0,0.0
134,99.06087539828944,0.9391246017105458,0.0,0.0
135,99.05094905094904,0.9490509490509471,0.0,0.0
136,99.04958677685951,0.950413223140494,0.0,0.0
137,99.03988183161003,0.9601181683899535,0.0,0.0
138,99.02200488997555,0.9779951100244473,0.0,0.0
139,99.00437105390965,0.9956289460903326,0.0,0.0
140,98.99517684887459,1.004823151125399,0.0,0.0
141,98.9942528735632,1.005747126436779,0.0,0.0
142,99.00142653352354,0.9985734664764601,0.0,0.0
143,98.99244332493701,1.0075566750629699,0.0,0.0
144,98.97560212699405,1.02439787300594,0.0,0.0
145,98.97483690587137,1.025163094128608,0.0,0.0
146,98.96620891837678,1.0337910816232039,0.0,0.0
147,98.9655172413793,1.0344827586206873,0.0,0.0
148,98.94929191411602,1.0507080858839626,0.0,0.0
149,98.95644283121595,1.0435571687840257,0.0,0.0
150,98.95582932692305,1.0441706730769198,0.0,0.0
151,98.9247311827957,1.0752688172042986,0.0,0.0
152,98.9167532274818,1.0832467725181754,0.0,0.0
153,98.90134198495795,1.0986580150420266,0.0,0.0
154,98.9010989010989,1.098901098901096,0.0,0.0
155,98.90085893143106,1.0991410685689298,0.0,0.0
156,98.90062201649067,1.0993779835093274,0.0,0.0
157,98.9003880983182,1.0996119016817565,0.0,0.0
158,98.89285714285712,1.1071428571428545,0.0,0.0
159,98.89267461669505,1.1073253833049375,0.0,0.0
160,98.89970376639864,1.100296233601351,0.0,0.0
161,98.8851493479175,1.1148506520824533,0.0,0.0
162,98.87789238918315,1.1221076108168355,0.0,0.0
163,98.84945938453008,1.1505406154699171,0.0,0.0
164,98.84249689954527,1.1575031004547307,0.0,0.0
165,98.83561643835614,1.1643835616438325,0.0,0.0
166,98.82881655998908,1.1711834400108916,0.0,0.0
167,98.82209585702681,1.17790414297319,0.0,0.0
168,98.82234185733513,1.1776581426648693,0.0,0.0
169,98.82258496119883,1.1774150388011746,0.0,0.0
170,98.8296315999468,1.1703684000531955,0.0,0.0
171,98.82306268183024,1.1769373181697937,0.0,0.0
172,98.82329739679201,1.1767026032079901,0.0,0.0
173,98.8302182721213,1.169781727878706,0.0,0.0
174,98.83705821205821,1.1629417879417847,0.0,0.0
175,98.84381862808424,1.15618137191577,0.0,0.0
176,98.85050089904959,1.1494991009504205,0.0,0.0
177,98.84404138459576,1.1559586154042627,0.0,0.0
178,98.82465057179164,1.1753494282083834,0.0,0.0
179,98.81840010109946,1.18159989890054,0.0,0.0
180,98.81221719457012,1.1877828054298611,0.0,0.0
181,98.80610076259532,1.1938992374046724,0.0,0.0
182,98.79368237781365,1.2063176221862912,0.0,0.0
183,98.77505567928726,1.2249443207126915,0.0,0.0
184,98.76292466765139,1.2370753323485935,0.0,0.0
185,98.75719358393536,1.2428064160646473,0.0,0.0
186,98.74527957120233,1.254720428797658,0.0,0.0
187,98.74591057797164,1.2540894220283496,0.0,0.0
188,98.7341772151899,1.2658227848101233,0.0,0.0
189,98.73486029499941,1.2651397050005955,0.0,0.0
190,98.72330270850733,1.2766972914926584,0.0,0.0
191,98.7240356083086,1.275964391691391,0.0,0.0
192,98.71870571563531,1.2812942843646629,0.0,0.0
193,98.7254786796664,1.2745213203336037,0.0,0.0
194,98.72019635343618,1.2798036465638107,0.0,0.0
195,98.70900209351011,1.2909979064898778,0.0,0.0
196,98.70385372063417,1.2961462793658098,0.0,0.0
197,98.70466321243522,1.2953367875647628,0.0,0.0
198,98.69958753437214,1.3004124656278606,0.0,0.0
199,98.6711531880917,1.328846811908288,0.0,0.0
200,98.66628830874006,1.3337116912599278,0.0,0.0
201,98.65567103479438,1.3443289652055985,0.0,0.0
202,98.65092748735242,1.3490725126475498,0.0,0.0
203,98.62898712926692,1.371012870733068,0.0,0.0
204,98.61296791443851,1.3870320855614924,0.0,0.0
205,98.59709437728735,1.4029056227126497,0.0,0.0
206,98.59271523178806,1.4072847682119156,0.0,0.0
207,98.58272907053396,1.4172709294660468,0.0,0.0
208,98.57283464566929,1.4271653543307046,0.0,0.0
209,98.57422725293861,1.425772747061379,0.0,0.0
210,98.56446370530878,1.4355362946912198,0.0,0.0
211,98.56033646069231,1.4396635393076622,0.0,0.0
212,98.55072463768117,1.4492753623188357,0.0,0.0
213,98.54119910227635,1.4588008977236242,0.0,0.0
214,98.5317586977338,1.4682413022661935,0.0,0.0
215,98.52785426816352,1.4721457318364706,0.0,0.0
216,98.52941176470586,1.4705882352941129,0.0,0.0
217,98.52555357330253,1.4744464266974449,0.0,0.0
218,98.52173004596742,1.4782699540325903,0.0,0.0
219,98.51258581235697,1.4874141876430147,0.0,0.0
220,98.50352112676057,1.4964788732394319,0.0,0.0
221,98.48922347117667,1.5107765288233428,0.0,0.0
222,98.48562628336757,1.5143737166324385,0.0,0.0
223,98.47679411163364,1.523205888366383,0.0,0.0
224,98.46279140792021,1.537208592079807,0.0,0.0
225,98.44890510948905,1.5510948905109436,0.0,0.0
226,98.42992730210017,1.5700726978998332,0.0,0.0
227,98.40591370813637,1.5940862918636174,0.0,0.0
228,98.40276386941717,1.597236130582811,0.0,0.0
229,98.38934875835245,1.6106512416475458,0.0,0.0
230,98.38116992750024,1.6188300724997464,0.0,0.0
231,98.37816455696203,1.6218354430379693,0.0,0.0
232,98.37518463810932,1.6248153618906893,0.0,0.0
233,98.36210278540607,1.6378972145939534,0.0,0.0
234,98.35417073647197,1.6458292635280272,0.0,0.0
235,98.35635090449331,1.6436490955067056,0.0,0.0
236,98.3535108958838,1.646489104116217,0.0,0.0
237,98.3556755714148,1.6443244285852008,0.0,0.0
238,98.35782195332756,1.642178046672423,0.0,0.0
239,98.35501147666412,1.644988523335878,0.0,0.0
240,98.35714285714286,1.6428571428571375,0.0,0.0
241,98.3543583420279,1.6456416579721078,0.0,0.0
242,98.35159644813906,1.6484035518609435,0.0,0.0
243,98.34885690093141,1.6511430990685798,0.0,0.0
244,98.3509791061557,1.6490208938442743,0.0,0.0
245,98.33380005600671,1.6661999439932735,0.0,0.0
246,98.31674881428441,1.6832511857156083,0.0,0.0
247,98.30461367426349,1.6953863257365147,0.0,0.0
248,98.29734219269103,1.7026578073089642,0.0,0.0
249,98.29963235294117,1.7003676470588178,0.0,0.0
250,98.29717110683877,1.7028288931612134,0.0,0.0
251,98.29472916286704,1.7052708371329506,0.0,0.0
252,98.29700272479565,1.7029972752043543,0.0,0.0
253,98.29458065683524,1.7054193431647455,0.0,0.0
254,98.29217736121126,1.707822638788747,0.0,0.0
255,98.2851499371521,1.714850062847902,0.0,0.0
256,98.26892109500805,1.7310789049919424,0.0,0.0
257,98.2528079871635,1.7471920128365066,0.0,0.0
258,98.23680937999644,1.7631906200035468,0.0,0.0
259,98.22092405735529,1.77907594264471,0.0,0.0
260,98.20515082025048,1.794849179749508,0.0,0.0
261,98.189488486553,1.8105115134469965,0.0,0.0
262,98.1739358906989,1.8260641093010967,0.0,0.0
263,98.15849188340026,1.8415081165997498,0.0,0.0
264,98.14315533136198,1.8568446686380173,0.0,0.0
265,98.12792511700468,1.8720748829953133,0.0,0.0
266,98.11728128508508,1.8827187149149254,0.0,0.0
267,98.10671256454388,1.8932874354561036,0.0,0.0
268,98.0962181631078,1.9037818368921977,0.0,0.0
269,98.08579729960691,1.9142027003930882,0.0,0.0
270,98.07544920378098,1.9245507962190174,0.0,0.0
271,98.06517311608961,1.93482688391038,0.0,0.0
272,98.0593607305936,1.9406392694063852,0.0,0.0
273,98.0535894843276,1.946410515672389,0.0,0.0
274,98.04785894206549,1.952141057934502,0.0,0.0
275,98.04216867469879,1.957831325301197,0.0,0.0
276,98.04085035431429,1.9591496456856952,0.0,0.0
277,98.03954145206845,1.9604585479315422,0.0,0.0
278,98.03824186739509,1.9617581326049092,0.0,0.0
279,98.03695150115475,1.9630484988452583,0.0,0.0
280,98.03567025560942,1.9643297443905572,0.0,0.0
281,98.03439803439804,1.9656019656019585,0.0,0.0
282,98.03313474251203,1.9668652574879542,0.0,0.0
283,98.03188028627196,1.9681197137280342,0.0,0.0
284,98.03063457330416,1.9693654266958354,0.0,0.0
285,98.02939751251817,1.9706024874818213,0.0,0.0
286,98.0281690140845,1.971830985915486,0.0,0.0
287,98.02694898941289,1.973051010587095,0.0,0.0
288,98.025737351131,1.9742626488689883,0.0,0.0
289,98.02453401306356,1.975465986936428,0.0,0.0
290,98.02333889021196,1.9766611097880378,0.0,0.0
291,98.0221518987342,1.977848101265816,0.0,0.0
292,98.02097295592526,1.9790270440747393,0.0,0.0
293,98.0238862261334,1.9761137738665762,0.0,0.0
294,98.02677942212826,1.9732205778717344,0.0,0.0
295,98.02965275068279,1.9703472493171992,0.0,0.0
296,98.03250641573995,1.967493584260045,0.0,0.0
297,98.0344266108397,1.9655733891602634,0.0,0.0
298,98.03656321261545,1.963436787384526,0.0,0.0
299,98.03891350414176,1.9610864958582102,0.0,0.0
300,98.04170026494643,1.9582997350535591,0.0,0.0
301,98.043794502718,1.956205497281979,0.0,0.0
302,98.04654711942005,1.9534528805799256,0.0,0.0
303,98.04883614787767,1.9511638521223131,0.0,0.0
304,98.05088923438625,1.9491107656137368,0.0,0.0
305,98.0533716359238,1.9466283640761965,0.0,0.0
306,98.05997137045127,1.940028629548703,0.0,0.0
307,98.06630871475237,1.9336912852476202,0.0,0.0
308,98.07282116528832,1.9271788347116667,0.0,0.0
309,98.07907497202534,1.920925027974632,0.0,0.0
310,98.0848611059462,1.9151388940537681,0.0,0.0
311,98.09103714137444,1.9089628586255423,0.0,0.0
312,98.09717347127287,1.9028265287271344,0.0,0.0
313,98.10348002209537,1.8965199779046173,0.0,0.0
314,98.10953674473238,1.890463255267598,0.0,0.0
315,98.11576174447535,1.8842382555246566,0.0,0.0
316,98.12194588286775,1.878054117132226,0.0,0.0
317,98.12808956091888,1.8719104390811254,0.0,0.0
318,98.13419317440764,1.8658068255923457,0.0,0.0
319,98.14025711396792,1.8597428860320637,0.0,0.0
320,98.14628176517172,1.8537182348283037,0.0,0.0
321,98.15226750861079,1.8477324913892053,0.0,0.0
322,98.15821471997708,1.8417852800228858,0.0,0.0
323,98.16412377014116,1.8358762298588318,0.0,0.0
324,98.16999502522917,1.830004974770803,0.0,0.0
325,98.17582884669879,1.824171153301217,0.0,0.0
326,98.1814329602034,1.8185670397966012,0.0,0.0
327,98.18719419902142,1.8128058009785613,0.0,0.0
328,98.19291904979124,1.8070809502087777,0.0,0.0
329,98.19860785616844,1.8013921438315421,0.0,0.0
330,98.20064860341039,1.7993513965895997,0.0,0.0
331,98.20267686424472,1.7973231357552564,0.0,0.0
332,98.20469275291998,1.795307247080025,0.0,0.0
333,98.20669638229501,1.793303617704985,0.0,0.0
334,98.20868786386026,1.7913121361397215,0.0,0.0
335,98.21066730775836,1.789332692241645,0.0,0.0
336,98.21263482280429,1.7873651771956847,0.0,0.0
337,98.21459051650565,1.7854094834943497,0.0,0.0
338,98.21653449508183,1.7834655049181438,0.0,0.0
339,98.21846686348364,1.781533136516339,0.0,0.0
340,98.22038772541192,1.7796122745880838,0.0,0.0
341,98.22229718333614,1.7777028166638558,0.0,0.0
342,98.22419533851277,1.7758046614872367,0.0,0.0
343,98.22260974546431,1.777390254535699,0.0,0.0
344,98.22103327202807,1.778966727971911,0.0,0.0
345,98.21946583975192,1.7805341602480744,0.0,0.0
346,98.2142857142857,1.785714285714286,0.0,0.0
347,98.20931157978512,1.7906884202148834,0.0,0.0
348,98.20436507936506,1.7956349206349211,0.0,0.0
349,98.1994459833795,1.8005540166204999,0.0,0.0
350,98.20136788109957,1.798632118900435,0.0,0.0
351,98.20649857372372,1.7935014262762727,0.0,0.0
352,98.20838918494785,1.791610815052147,0.0,0.0
353,98.21026894865523,1.789731051344744,0.0,0.0
354,98.21213795793649,1.7878620420635192,0.0,0.0
355,98.21399630481994,1.786003695180061,0.0,0.0
356,98.21584408028703,1.7841559197129855,0.0,0.0
357,98.2176813742869,1.7823186257130905,0.0,0.0
358,98.21617973194483,1.783820268055155,0.0,0.0
359,98.2080461612438,1.791953838756213,0.0,0.0
360,98.2032673678826,1.796732632117397,0.0,0.0
361,98.20181731229076,1.7981826877092317,0.0,0.0
362,98.2003751867985,1.7996248132014903,0.0,0.0
363,98.19894092653074,1.8010590734692602,0.0,0.0
364,98.18751186183336,1.8124881381666371,0.0,0.0
365,98.17304051495644,1.826959485043547,0.0,0.0
366,98.15864022662889,1.8413597733711076,0.0,0.0
367,98.14431047475512,1.8556895252449166,0.0,0.0
368,98.13005074234168,1.869949257658339,0.0,0.0
369,98.11586051743531,1.8841394825646822,0.0,0.0
370,98.10173929306154,1.8982607069384736,0.0,0.0
371,98.08768656716418,1.9123134328358242,0.0,0.0
372,98.07048020846258,1.9295197915374152,0.0,0.0
373,98.05656990777989,1.9434300922200947,0.0,0.0
374,98.04272659916028,1.9572734008397166,0.0,0.0
375,98.02574842922263,1.9742515707773851,0.0,0.0
376,98.0088495575221,1.9911504424778803,0.0,0.0
377,97.99202942979767,2.007970570202334,0.0,0.0
378,97.9784696311701,2.0215303688299024,0.0,0.0
379,97.96497437149134,2.035025628508669,0.0,0.0
380,97.95471146822497,2.0452885317750225,0.0,0.0
381,97.94449842118044,2.0555015788195337,0.0,0.0
382,97.94379504572707,2.0562049542729137,0.0,0.0
383,97.94309532439289,2.056904675607109,0.0,0.0
384,97.94239922877627,2.0576007712237203,0.0,0.0
385,97.93544897223224,2.0645510277677652,0.0,0.0
386,97.931654676259,2.0683453237410125,0.0,0.0
387,97.92787944025835,2.072120559741663,0.0,0.0
388,97.92722934685357,2.072770653146441,0.0,0.0
389,97.92348426250965,2.076515737490337,0.0,0.0
390,97.9259391134057,2.0740608865942733,0.0,0.0
391,97.92838117786327,2.071618822136733,0.0,0.0
392,97.93081055552277,2.0691894444772485,0.0,0.0
393,97.92709498851656,2.0729050114834284,0.0,0.0
394,97.92645676691728,2.0735432330827126,0.0,0.0
395,97.92277042071956,2.0772295792804476,0.0,0.0
396,97.9130129779025,2.086987022097517,0.0,0.0
397,97.90330106147206,2.0966989385279433,0.0,0.0
398,97.90575916230367,2.094240837696342,0.0,0.0
399,97.89611143354615,2.1038885664538665,0.0,0.0
400,97.88952579468472,2.1104742053152754,0.0,0.0
401,97.88598163229943,2.114018367700579,0.0,0.0
402,97.88845998732499,2.1115400126750092,0.0,0.0
403,97.88493591585723,2.1150640841427744,0.0,0.0
404,97.88441692466459,2.115583075335405,0.0,0.0
405,97.88986103962942,2.110138960370569,0.0,0.0
406,97.8952772073922,2.1047227926078103,0.0,0.0
407,97.90066564260113,2.0993343573988814,0.0,0.0
408,97.90011350737797,2.0998864926220295,0.0,0.0
409,97.90546277950752,2.0945372204925077,0.0,0.0
410,97.91078486730662,2.089215132693402,0.0,0.0
411,97.91607997747111,2.0839200225288725,0.0,0.0
412,97.92134831460672,2.0786516853932664,0.0,0.0
413,97.9236718224613,2.0763281775386773,0.0,0.0
414,97.92598389982108,2.0740161001789,0.0,0.0
415,97.93118831205044,2.0688116879495992,0.0,0.0
416,97.93347054569729,2.0665294543027293,0.0,0.0
417,97.93863056264563,2.0613694373543536,0.0,0.0
418,97.94088342743274,2.0591165725672624,0.0,0.0
419,97.94312534511316,2.0568746548868115,0.0,0.0
420,97.94822362985401,2.051776370145974,0.0,0.0
421,97.9532967032967,2.0467032967033063,0.0,0.0
422,97.95549221661913,2.0445077833808463,0.0,0.0
423,97.96052271857398,2.039477281426003,0.0,0.0
424,97.96552852623537,2.0344714737646,0.0,0.0
425,97.97050982099135,2.029490179008661,0.0,0.0
426,97.97546678245764,2.024533217542346,0.0,0.0
427,97.98039958849961,2.019600411500361,0.0,0.0
428,97.98530841525329,2.0146915847466875,0.0,0.0
429,97.98739088263821,2.0126091173617953,0.0,0.0
430,97.992259313014,2.00774068698598,0.0,0.0
431,97.9971042471042,2.0028957528957627,0.0,0.0
432,98.00192585459799,1.9980741454020328,0.0,0.0
433,98.00672430355422,1.9932756964457348,0.0,0.0
434,98.01149976042163,1.9885002395783522,0.0,0.0
435,98.01625239005732,1.9837476099426488,0.0,0.0
436,98.01822806273842,1.981771937261562,0.0,0.0
437,98.02294232700743,1.9770576729925575,0.0,0.0
438,98.02763421579999,1.9723657841999893,0.0,0.0
439,98.0268350434096,1.9731649565903813,0.0,0.0
440,98.03149606299209,1.9685039370078843,0.0,0.0
441,98.03341363779195,1.9665863622080342,0.0,0.0
442,98.03260699169145,1.9673930083085232,0.0,0.0
443,98.03180396246087,1.968196037539114,0.0,0.0
444,98.03641092327695,1.9635890767230275,0.0,0.0
445,98.0356030724517,1.964396927548278,0.0,0.0
446,98.02941633435182,1.9705836656481548,0.0,0.0
447,98.02325581395345,1.9767441860465234,0.0,0.0
448,98.01712134495382,1.9828786550461674,0.0,0.0
449,98.01101276245367,1.9889872375463267,0.0,0.0
450,98.01026957637995,1.989730423620038,0.0,0.0
451,98.00686580929444,1.9931341907055502,0.0,0.0
452,97.99815922687525,2.0018407731247243,0.0,0.0
453,97.99744897959181,2.002551020408176,0.0,0.0
454,97.99938912645082,2.0006108735491877,0.0,0.0
455,97.99867933153855,2.0013206684614335,0.0,0.0
456,97.9979726305119,2.0020273694881023,0.0,0.0
457,97.99989885708507,2.0001011429149522,0.0,0.0
458,97.99656842955187,2.003431570448136,0.0,0.0
459,97.99325208983785,2.0067479101621646,0.0,0.0
460,97.98994974874373,2.010050251256295,0.0,0.0
461,97.98666131782167,2.0133386821783303,0.0,0.0
462,97.98598949211906,2.014010507880924,0.0,0.0
463,97.98272332351324,2.0172766764867567,0.0,0.0
464,97.97947082565149,2.0205291743485114,0.0,0.0
465,97.97881861575176,2.0211813842482234,0.0,0.0
466,97.98075014883902,2.019249851160958,0.0,0.0
467,97.97752252698285,2.0224774730171444,0.0,0.0
468,97.97944867107992,2.0205513289200816,0.0,0.0
469,97.97367253364885,2.026327466351145,0.0,0.0
470,97.97559895705217,2.024401042947817,0.0,0.0
471,97.97496318114874,2.025036818851266,0.0,0.0
472,97.97687861271679,2.023121387283252,0.0,0.0
473,97.98132851067989,2.018671489320118,0.0,0.0
474,97.98575887631682,2.0142411236831985,0.0,0.0
475,97.99016983794833,2.009830162051696,0.0,0.0
476,97.99203612878163,2.00796387121839,0.0,0.0
477,97.9964143812385,2.0035856187615226,0.0,0.0
478,98.0007735821689,1.9992264178310837,0.0,0.0
479,98.00511385565417,1.9948861443458268,0.0,0.0
480,98.00943532470033,1.9905646752996824,0.0,0.0
481,98.01124081279724,1.988759187202782,0.0,0.0
482,98.01303868462684,1.9869613153731998,0.0,0.0
483,98.01482898828033,1.9851710117196997,0.0,0.0
484,98.01909307875897,1.9809069212410662,0.0,0.0
485,98.02333889021196,1.9766611097880606,0.0,0.0
486,98.02509624982176,1.9749037501782554,0.0,0.0
487,98.02438098852103,1.9756190114790022,0.0,0.0
488,98.02612894064188,1.9738710593581528,0.0,0.0
489,98.03032450049596,1.9696754995040544,0.0,0.0
490,98.02960309229753,1.9703969077024763,0.0,0.0
491,98.02643959352653,1.9735604064734826,0.0,0.0
492,98.02572890746045,1.974271092539572,0.0,0.0
493,98.02014995313965,1.979850046860372,0.0,0.0
494,98.01459239511718,1.9854076048828562,0.0,0.0
495,98.01633605600935,1.9836639439906811,0.0,0.0
496,98.01322960823589,1.9867703917641186,0.0,0.0
497,98.00771805839689,1.9922819416031408,0.0,0.0
498,98.00464037122967,1.9953596287703175,0.0,0.0
499,97.99675775822139,2.003242241778618,0.0,0.0
500,97.99130876982109,2.0086912301789273,0.0,0.0
501,97.9858803986711,2.014119601328921,0.0,0.0
502,97.98047252797862,2.0195274720213865,0.0,0.0
503,97.97269342159704,2.0273065784029964,0.0,0.0
504,97.97210497338958,2.027895026610404,0.0,0.0
505,97.96675367495537,2.0332463250446664,0.0,0.0
506,97.9590437445719,2.040956255428092,0.0,0.0
507,97.94423656110247,2.0557634388975257,0.0,0.0
508,97.93185131195335,2.068148688046665,0.0,0.0
509,97.91477169365108,2.0852283063489354,0.0,0.0
510,97.90484405502336,2.095155944976637,0.0,0.0
511,97.89731272941495,2.1026872705850543,0.0,0.0
512,97.8780200886797,2.121979911320259,0.0,0.0
513,97.86585365853657,2.1341463414634316,0.0,0.0
514,97.84902597402596,2.1509740259740444,0.0,0.0
515,97.84164566078502,2.1583543392149984,0.0,0.0
516,97.82960366675651,2.1703963332434797,0.0,0.0
517,97.81994348001612,2.1800565199838697,0.0,0.0
518,97.80330511890364,2.196694881096351,0.0,0.0
519,97.78672032193158,2.2132796780684294,0.0,0.0
520,97.77485158237734,2.225148417622659,0.0,0.0
521,97.75371038908943,2.246289610910569,0.0,0.0
522,97.73495906016372,2.2650409398362594,0.0,0.0
523,97.72091163534586,2.2790883646541586,0.0,0.0
524,97.70691031668589,2.293089683314134,0.0,0.0
525,97.69063856168628,2.3093614383137218,0.0,0.0
