40, 0.651440, 0.7116812540, 0.66786875
40, 0.6876312540, 0.66465625 
40, 0.71863125 
1, 0.03895 
1, 0.04663125 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
1, 0.0484375 
4, 0.07980625 
4, 0.07980625 
4, 0.07980625 
4, 0.13264375 
4, 0.1449875 
4, 0.1449875 
4, 0.128325 
4, 0.128325 
4, 0.119575 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.09068125 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.096875 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
2, 0.09455625 
